代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		 
SH603669	灵康药业	+2.72		19.61		+0.52		--		-0.01		1398912		1.62		1.38		化学制药	500--		19.35		19.09		19.70		18.86		19.61		19.63		39.04		3.83		400		1900		-38.53		4.40		27,116,165	11374.23	2384		587		844267		554645		5098600000	1695284500	--		
SH603676	卫信康		+1.91		17.65		+0.33		--		0.64		6862678		10.89		0.85		化学制药	2100--		17.50		17.32		18.55		17.30		17.60		17.61		55.59		8.37		27500		2500		+24.63		7.22		122,855,987	11478.65	10703		641		3363800		3498878		7465950000	1111950000	--		
SH603677	奇精机械	+2.11		17.43		+0.36		--		-0.03		1755490		3.17		0.85		白色家电	200--		17.19		17.07		17.45		16.32		17.42		17.44		45.95		3.76		300		24660		-83.58		6.62		29,784,599	13249.38	2248		781		954523		800967		3420608915	965069818	--		
SH603678	火炬电子	+0.57		26.59		+0.15		--		-0.02		1660200		0.368		0.45		半导体及元件	100--		26.66		26.44		26.90		26.40		26.56		26.58		54.80		4.67		700		600		+44.49		1.89		44,239,404	11762.67	3761		441		673306		986894		12036387611	12002086511	--		
SH603679	华体科技	+0.32		24.70		+0.08		--		0.15		463300		1.85		0.46		光学光电子	500--		24.80		24.62		25.52		24.59		24.68		24.70		53.68		4.59		1100		400		-36.73		3.78		11,599,905	16110.98	720		643		165644		297656		2494453000	617500000	--		
SH603688	石英股份	+2.06		15.83		+0.32		--		0.07		4115659		1.22		0.95		新材料		1600--		15.46		15.51		15.90		15.46		15.83		15.84		55.47		4.05		2200		6000		+42.46		2.84		64,772,873	28736.86	2254		1826		2009762		2105897		5340060540	5324502816	--		
SH603699	纽威股份	+2.03		20.13		+0.40		--		0.07		3228263		0.430		0.90		通用设备	4200--		19.73		19.73		20.15		19.63		20.13		20.14		89.48		5.82		43000		5700		+62.98		2.64		64,192,896	36349.32	1766		1828		1927863		1300400		15097500000	15097500000	--		
SH603701	德宏股份	-0.17		17.19		-0.03		--		-0.07		894253		1.53		0.89		汽车零部件	600--		17.35		17.22		17.44		17.06		17.15		17.18		26.40		3.35		2000		2500		-93.77		2.21		15,405,984	20217.83	762		1174		417353		476900		2054548800	1006646400	--		
SH603703	盛洋科技	+3.28		13.23		+0.42		--		0.23		3819604		3.51		0.63		通信设备	1000--		12.84		12.81		13.28		12.72		13.23		13.24		亏损		5.75		6350		9900		-53.23		4.37		49,772,165	14536.26	3424		1116		1929266		1890338		3038931000	1441408500	--		
SH603707	健友股份	+5.14		30.07		+1.47		--		0.26		4474331		5.42		1.37		生物制品	10090--		28.70		28.60		30.11		28.01		29.98		30.07		34.02		7.85		2353		2010		-79.16		7.34		130,679,555	19829.98	6590		679		2635568		1838763		16555038500	2482278500	--		
SH603716	塞力斯		-3.67		24.97		-0.95		--		0.14		5113778		5.32		1.62		生物制品	300--		25.48		25.92		26.66		24.60		24.93		25.00		59.69		4.70		37990		5900		+38.93		7.95		131,338,928	15877.53	8272		618		2098222		3015556		4451901300	2399779505	--		
SH603718	海利生物	-1.11		11.53		-0.13		--		0.08		3216044		1.05		0.60		农业服务	9000--		11.63		11.66		11.83		11.42		11.49		11.50		90.05		6.81		1500		20500		+64.74		3.52		37,177,514	14906.78	2494		1290		1032918		2183126		7425320000	3515889020	--		
SH603722	阿科力		+1.09		38.05		+0.41		--		-0.04		1934962		8.92		0.48		化学制品	700--		38.07		37.64		38.49		37.18		38.00		38.05		96.79		6.24		6000		100		-30.34		3.48		73,376,838	16109.08	4555		425		915295		1019667		3298935000	825685000	--		
SH603725	天安新材	+0.69		19.07		+0.13		--		0.17		2987909		8.15		0.63		化工合成材料	200--		19.29		18.94		19.66		18.92		19.07		19.08		45.54		3.50		1500		3300		+31.71		3.91		57,321,445	14230.75	4028		742		1375580		1612329		2797187600	699487600	--		
SH603729	龙韵股份	+0.15		52.11		+0.08		--		0.23		2029240		3.04		0.63		传媒		800--		51.70		52.03		53.07		50.51		52.05		52.07		85.87		4.02		10000		400		+55.84		4.92		104,822,649	26101.26	4016		505		1031835		997405		3474173700	3474173700	--		
SH603737	三棵树		-0.25		68.11		-0.17		--		0.00		106500		0.326		0.26		化学制品	100--		67.88		68.28		68.49		66.01		68.00		68.18		亏损		6.21		900		300		+50.72		3.63		7,212,908	11728.31	615		173		52100		54400		6959561532	2223135260	--		
SH603738	泰晶科技	-4.13		28.76		-1.24		--		-0.81		3627045		8.64		1.25		电子制造	500--		29.48		30.00		29.48		27.71		28.72		28.73		64.47		5.42		700		400		+31.23		5.90		103,986,059	17937.91	5797		626		1355735		2271310		3260118560	1206654560	--		
SH603787	新日股份	-0.06		15.57		-0.01		--		0.00		749700		1.06		0.31		非汽车交运	300--		15.69		15.58		15.69		15.40		15.58		15.59		49.54		3.55		6100		4200		-62.35		1.86		11,671,557	13635.00	856		876		434700		315000		3176280000	1103757300	--		
SH603788	宁波高发	-4.22		39.99		-1.76		--		-0.10		1399192		0.997		1.31		汽车零部件	300--		41.75		41.75		41.95		39.80		39.94		40.00		20.01		3.41		200		500		+12.73		5.15		56,615,465	18635.77	3038		461		443818		955374		6572476470	5612636490	--		
SH603806	福斯特		+1.22		34.87		+0.42		--		-0.00		312299		0.078		0.37		电气设备	1000--		35.06		34.45		35.06		34.08		34.95		34.96		34.49		2.73		2594		1000		+1.76		2.84		10,875,485	11399.88	954		327		204561		107738		14017740000	14017740000	--		
SH603809	豪能股份	-2.33		33.10		-0.79		--		0.11		3953650		14.82		0.94		汽车零部件	6900--		34.37		33.89		36.00		33.03		33.08		33.09		18.87		2.30		3000		400		+1.82		8.76		135,625,430	16271.80	8335		474		1777388		2176262		3530777000	882777000	--		
SH603811	诚意药业	+2.33		30.25		+0.69		--		0.09		1040844		1.82		0.84		化学制药	100--		29.65		29.56		30.69		29.56		30.25		30.26		36.14		4.17		1200		1900		+4.76		3.82		31,539,681	16108.11	1958		532		528920		511924		2577300000	1734232500	--		
SH603819	神力股份	+0.45		15.57		+0.07		--		0.00		488000		0.870		0.50		电气设备	200--		15.48		15.50		15.69		15.36		15.56		15.58		98.34		2.51		1400		2700		-24.50		2.13		7,570,482	12659.67	598		816		198000		290000		1881167400	873477000	--		
SH603823	百合花		+0.67		14.92		+0.10		--		-0.08		982140		1.40		0.73		化学制品	800--		14.96		14.82		15.00		14.74		14.92		14.93		22.59		2.57		5400		7100		-10.42		1.75		14,613,483	16255.26	899		1092		551584		430556		3357000000	1049520290	--		
SH603826	DR坤彩科	-1.06		11.20		-0.12		--		-0.20		7732377		5.31		1.12		建筑材料	2500--		11.48		11.32		12.27		11.16		11.20		11.21		35.82		4.53		8600		5300		+36.02		9.81		90,167,731	13205.58	6828		1132		3635976		4096401		5241600000	1632249808	--		
SH603848	好太太		+3.00		20.58		+0.60		--		-0.11		3664300		8.94		0.89		家用轻工	1500--		20.00		19.98		20.62		19.80		20.59		20.60		43.28		7.27		200		11900		-50.45		4.10		74,137,665	12707.86	5834		628		2158763		1505537		8252580000	843780000	--		
SH603856	东宏股份	+0.21		18.72		+0.04		--		-0.04		4701369		9.53		0.84		建筑材料	5500--		18.75		18.68		19.09		18.61		18.73		18.74		25.04		2.52		5500		400		+22.90		2.57		88,643,824	15168.35	5844		804		2207436		2493933		3692370240	923457600	--		
SH603859	能科股份	-2.97		20.24		-0.62		--		-0.14		1415800		2.84		0.76		电气设备	400--		21.17		20.86		21.19		20.18		20.19		20.20		100.5		3.43		500		4900		-6.44		4.84		29,128,854	14153.96	2058		688		574102		841698		2298454400	1009773600	--		
SH603866	桃李面包	+2.26		55.13		+1.22		--		-0.20		737544		1.25		0.81		食品加工制造	300--		54.02		53.91		55.17		53.51		55.15		55.17		60.03		7.95		700		1700		+34.27		3.08		39,950,093	18435.67	2167		340		517644		219900		25945611380	3262446754	--		
SH603881	数据港		-2.66		39.91		-1.09		--		-0.06		2492618		1.95		0.90		计算机应用	800--		40.80		41.00		41.52		39.36		39.91		39.92		62.40		9.05		200		800		+58.95		5.27		99,765,902	18870.04	5287		471		1000164		1492454		8404507614	5102276310	--		
SH603882	金域医学	+3.38		29.96		+0.98		--		0.48		4263300		6.21		1.64		医疗器械服务	700--		29.03		28.98		30.30		29.03		29.98		29.99		363.8		8.02		1300		4200		-22.06		4.38		127,755,628	22579.64	5658		753		2165600		2097700		13718222017	2057652800	--		
SH603883	老百姓		-0.53		77.54		-0.41		--		-0.06		1829549		0.685		0.96		医药商业	300--		77.03		77.95		80.50		76.03		77.53		77.79		42.31		7.30		600		1300		-11.64		5.73		143,901,720	29071.05	4950		370		751214		1078335		22094656236	20703180000	--		
SH603885	吉祥航空	+2.00		15.30		+0.30		--		-0.08		4370080		0.814		1.37		机场航运	200--		15.00		15.00		15.47		15.00		15.29		15.31		15.89		3.03		1800		126376		-86.45		3.13		67,152,950	14595.29	4601		950		2157524		2212556		27494306550	8216306244	--		
SH603890	春秋电子	-3.46		33.50		-1.20		--		-1.08		3371344		9.84		0.64		电子制造	800--		35.00		34.70		35.10		33.43		33.49		33.51		113.2		3.43		4100		400		+25.77		4.81		114,820,823	18421.44	6233		541		1390803		1980541		4589500000	1147375000	--		
SH603896	寿仙谷		+5.76		48.84		+2.66		--		0.82		3495872		10.00		2.24		中药		2100--		46.06		46.18		49.85		46.05		48.83		48.84		47.19		7.54		700		100		-79.46		8.23		170,150,540	19252.15	8838		396		1878052		1617820		6827832000	1706958000	--		
SH603899	晨光文具	-2.19		29.05		-0.65		--		0.03		3695792		0.402		0.69		家用轻工	4402--		29.57		29.70		29.57		28.51		29.04		29.07		32.65		8.80		2698		4600		+21.04		3.57		106,913,528	12823.98	8337		443		1923219		1772573		26726000000	26726000000	--		
SH603906	龙蟠科技	+1.13		14.35		+0.16		--		0.04		1703284		2.19		0.58		基础化学	11000--		14.20		14.19		14.47		14.17		14.29		14.42		26.60		2.44		1000		3800		-17.86		2.11		24,401,844	12164.43	2006		849		696736		1006548		3038182000	1116016720	--		
SH603909	合诚股份	+2.04		29.05		+0.58		--		0.05		429745		1.72		2.57		建筑装饰	500--		27.90		28.47		30.40		27.90		29.04		29.05		270.0		4.68		1100		600		-22.82		8.78		12,538,143	16454.26	762		564		268964		160781		2977625000	726250000	--		
SH603912	佳力图		+2.00		26.04		+0.51		--		-0.45		4515064		12.20		0.81		通用设备	2800--		25.84		25.53		26.40		25.56		26.05		26.07		41.13		6.05		800		1600		-9.19		3.29		117,549,223	15629.47	7521		600		2130867		2384197		3913812000	963480000	--		
SH603918	金桥信息	-2.66		17.56		-0.48		--		-0.02		2351910		1.91		0.63		计算机应用	1100--		17.91		18.04		18.35		17.44		17.56		17.57		2566		6.06		1900		1200		+52.12		5.04		41,835,445	11446.09	3655		643		916434		1435476		3113827000	2165920640	--		
SH603928	兴业股份	+0.63		14.37		+0.09		--		-0.00		1170747		1.87		0.87		化学制品	500--		14.38		14.28		14.46		14.23		14.36		14.38		20.70		2.47		1300		1300		-42.10		1.61		16,791,626	13530.72	1241		943		402247		768500		2896992000	902026455	--		
SH603929	亚翔集成	-2.99		26.63		-0.82		--		-0.42		6745515		6.99		0.48		建筑装饰	100--		27.89		27.45		28.09		26.35		26.69		26.70		35.24		5.56		500		300		-39.56		6.34		181,742,050	18163.31	10006		674		2767007		3978508		5681776800	2571392800	--		
SH603936	博敏电子	+3.52		24.09		+0.82		--		0.42		5434066		9.69		0.66		半导体及元件	900--		23.80		23.27		24.58		23.40		24.07		24.08		63.85		4.01		9200		1100		+33.24		5.07		130,375,122	16131.54	8082		672		2588888		2845178		4031461500	1351449000	--		
SH603958	哈森股份	-1.76		13.40		-0.24		--		0.52		2977157		4.51		0.48		服装家纺	1300--		13.37		13.64		13.55		13.07		13.30		13.36		20.34		2.49		500		600		-50.00		3.52		39,538,779	12340.44	3204		929		1241014		1736143		2946749110	884386546	--		
SH603960	克来机电	+2.26		34.91		+0.77		--		-0.10		851710		2.14		1.34		专用设备	1600--		35.00		34.14		35.05		33.06		34.70		34.88		61.15		7.99		300		1670		-71.47		5.83		29,274,394	17342.65	1688		505		460930		390780		3630640000	1391255558	--		
SH603963	大理药业	-4.93		30.47		-1.58		--		-0.57		3104603		12.42		1.08		中药		4200--		29.60		32.05		31.80		29.60		30.48		30.50		87.88		6.45		2800		100		+74.25		6.86		95,122,500	14031.94	6779		458		1424078		1680525		3047000000	761750000	--		
SH603966	法兰泰克	+0.67		15.01		+0.10		--		-0.03		1756928		2.46		0.69		通用设备	2200--		14.92		14.91		15.42		14.92		14.99		15.02		300.1		2.92		3200		400		+43.32		3.35		26,606,729	10698.32	2487		706		790370		966558		2401600000	1073666501	--		
SH603976	正川股份	+4.50		26.93		+1.16		--		0.21		2696509		9.99		1.89		医疗器械服务	3600--		25.78		25.77		27.37		25.70		26.95		26.96		34.89		2.98		800		7000		-53.76		6.48		72,038,252	14767.99	4878		553		1455736		1240773		2908440000	727110000	--		
SH603977	国泰集团	-2.81		14.17		-0.41		--		0.00		743553		0.592		0.64		化学制品	600--		14.57		14.58		14.80		14.03		14.12		14.15		71.55		3.27		2200		900		+8.41		5.28		10,737,833	10770.14	997		746		225806		517747		3132703600	1780885600	--		
SH603986	兆易创新	-3.66		174.59		-6.64		--		-0.54		6809531		4.62		1.05		半导体及元件	5200--		185.68		181.23		185.68		169.00		174.50		174.52		99.04		20.68		10100		200		-2.28		9.20		1,192,514,480	51729.25	23053		295		3099305		3710226		35385854061	25725024657	--		
SH603987	康德莱		+4.75		12.79		+0.58		--		0.00		7145994		3.76		1.74		医疗器械服务	1100--		12.27		12.21		12.85		12.23		12.79		12.80		41.27		3.21		29900		12800		-11.82		5.08		90,364,480	12786.82	7067		1011		3933204		3212790		4034413650	2431013846	--		
SH603990	麦迪科技	-0.25		40.06		-0.10		--		-0.04		223080		0.370		0.25		计算机应用	1500--		40.02		40.16		40.80		39.63		40.06		40.08		亏损		7.56		8200		100		+52.43		2.91		8,958,569	19819.84	452		494		95845		127235		3241759356	2414496320	--		
SH603991	至正股份	+0.58		25.80		+0.15		--		0.08		294600		0.717		0.52		化工合成材料	1300--		25.56		25.65		25.95		25.56		25.81		25.86		71.97		4.11		1700		100		+64.76		1.52		7,572,820	15115.41	501		588		149500		145100		1923002948	1059836084	--		
SH603997	继峰股份	+2.25		12.27		+0.27		--		0.08		4523559		0.718		1.58		汽车零部件	1200--		12.01		12.00		12.30		11.92		12.22		12.25		24.97		4.33		1000		800		-45.29		3.17		54,679,456	20139.76	2715		1666		2394181		2129378		7824814584	7730100000	--		
SZ000021	深科技		-2.61		9.34		-0.25		--		-0.25		38870365	2.65		0.65		计算机设备	403900--	9.70		9.59		9.78		9.18		9.34		9.35		40.21		2.35		197600		62068		+11.27		6.26		365,698,920	14473.38	25267		1538		16810504	22059861	13741562796	13724215614	--		
SZ000032	深桑达Ａ	-0.98		9.12		-0.09		--		-0.04		3171163		1.13		0.96		通信设备	61900--		9.27		9.21		9.34		9.00		9.11		9.12		37.75		3.00		11700		100		+23.34		3.69		29,054,375	13672.65	2125		1492		1254771		1916392		3850957666	2548455317	--		
SZ000037	深南电A		+0.14		7.23		+0.01		--		-0.04		2240300		0.661		0.63		电力		37900--		7.19		7.22		7.28		7.13		7.22		7.23		亏损		2.24		15400		34500		-56.79		2.08		16,101,579	12188.93	1321		1696		838800		1401500		4357973598	2450203692	--		
SZ000042	中洲控股	+1.37		15.49		+0.21		--		0.00		647523		0.133		1.03		房地产开发	1500--		15.46		15.28		15.59		15.23		15.49		15.50		9.67		1.55		1900		1000		-64.30		2.36		9,994,883	12400.60	806		803		452901		194622		10298234359	7559065475	--		
SZ000043	中航地产	-0.31		9.66		-0.03		--		-0.01		3080642		0.462		0.67		房地产开发	23700--		9.64		9.69		9.81		9.57		9.66		9.67		23.83		1.52		24300		38900		+1.09		2.48		29,883,508	17830.26	1676		1838		1437031		1643611		6442847317	6441357262	--		
SZ000058	深 赛 格	+1.65		6.79		+0.11		--		-0.03		4653550		0.865		0.72		零售		110100--	6.77		6.68		6.79		6.63		6.78		6.79		33.49		4.38		62600		32400		+3.70		2.40		31,327,207	11888.88	2635		1766		2247130		2406420		8390105938	3654023223	--		
SZ000062	深圳华强	-2.02		21.87		-0.45		--		-0.04		7194942		1.08		0.73		贸易		142900--	22.08		22.32		22.58		21.75		21.86		21.87		29.19		3.68		4500		62800		-37.32		3.72		159,394,340	19301.81	8258		871		3420988		3773954		15775197760	14586192126	--		
SZ000066	中国长城	-2.91		9.02		-0.27		--		-0.53		84306064	3.38		0.76		计算机设备	679600--	9.34		9.29		9.41		8.80		9.01		9.02		43.83		4.07		277900		53240		+21.36		6.57		759,713,790	20537.25	36992		2279		39210360	45095704	26555506890	22469070756	--		
SZ000070	特发信息	-0.63		9.39		-0.06		--		0.03		6843270		1.26		0.52		通信设备	161700--	9.58		9.45		9.73		9.39		9.39		9.40		28.99		2.90		36300		36500		+0.68		3.60		65,192,292	13159.53	4954		1381		2831100		4012170		5887480703	5087849336	--		
SZ000150	宜华健康	+0.10		29.57		+0.03		--		-0.05		459996		0.123		1.03		医疗器械服务	9800--		29.54		29.54		29.60		29.23		29.57		29.59		32.89		5.57		7500		2700		+56.48		1.25		13,533,006	21112.33	641		718		318512		141484		13241590302	11098491245	--		
SZ000151	中成股份	-0.46		15.11		-0.07		--		0.03		9848551		3.69		0.41		贸易		285000--	15.18		15.18		15.36		15.00		15.11		15.12		91.44		4.46		78000		15400		+50.77		2.37		149,250,610	17151.30	8702		1132		4208391		5640160		4472257800	4027479387	--		
SZ000155	川化股份	+0.60		6.69		+0.04		--		-0.05		8517021		0.909		0.70		贸易		169200--	6.68		6.65		6.71		6.57		6.68		6.69		29.98		2.75		2000		70900		-44.26		2.11		56,580,392	19356.96	2923		2914		3609860		4907161		8496300000	6269868000	--		
SZ000158	常山北明	-1.82		8.08		-0.15		--		0.03		16302083	1.61		0.93		计算机应用	142000--	8.11		8.23		8.45		8.01		8.07		8.08		亏损		2.23		32617		27700		+1.27		5.35		134,491,170	13826.58	9727		1676		7385652		8916431		13355230000	8201275952	--		
SZ000403	ST生化		+0.62		32.40		+0.20		--		0.00		426339		0.161		0.83		生物制品	33200--		32.50		32.20		32.83		32.24		32.40		32.49		78.20		14.71		5400		4100		-23.57		1.83		13,801,266	33993.27	406		1050		180549		245790		8831514240	8595352908	--		
SZ000408	藏格控股	+2.50		16.78		+0.41		--		-0.12		6834513		1.53		1.75		化学制品	55600--		16.40		16.37		16.89		16.37		16.77		16.78		99.49		5.05		13100		35400		-61.08		3.18		113,256,002	30717.66	3687		1854		4465853		2368660		33455620010	7494785322	--		
SZ000411	英特集团	+0.40		25.38		+0.10		--		0.01		419011		0.202		0.53		医药商业	3000--		25.29		25.28		25.68		25.02		25.36		25.38		57.03		6.10		500		1600		-72.04		2.61		10,639,139	13889.21	766		547		212321		206690		5265079731	5261757997	--		
SZ000429	粤高速Ａ	+0.25		8.03		+0.02		--		-0.04		2273463		0.485		0.86		公路铁路运输	16000--		8.05		8.01		8.09		8.00		8.03		8.04		12.29		1.79		17300		1800		-28.05		1.12		18,280,692	7017.54		2605		873		1277332		996131		16789172983	3765153135	--		
SZ000503	海虹控股	-0.47		40.00		-0.19		--		-0.05		7511045		0.836		0.52		医药商业	146200--	40.49		40.19		40.77		39.80		40.00		40.02		亏损		26.94		41400		5600		+20.47		2.41		302,129,010	43914.10	6880		1092		3404726		4106319		35952888000	35951197200	--		
SZ000507	珠海港		+2.61		9.83		+0.25		--		0.33		27688426	3.59		1.26		港口航运	653200--	9.68		9.58		9.86		9.56		9.82		9.83		93.21		2.81		230300		221524		-48.67		3.13		270,816,000	16239.87	16676		1660		15371177	12317249	7761187244	7590173357	--		
SZ000516	国际医学	+0.76		5.27		+0.04		--		-0.03		20276280	1.05		0.61		零售		300900--	5.21		5.23		5.33		5.10		5.26		5.27		37.96		2.82		83050		117700		-25.81		4.40		106,085,073	14701.37	7216		2810		10243423	10032857	10387429811	10184905292	--		
SZ000519	中兵红箭	+2.91		9.56		+0.27		--		0.07		21257915	2.89		0.79		国防军工	276700--	9.30		9.29		9.70		9.26		9.55		9.56		39.59		1.76		89900		106089		-58.50		4.74		201,606,430	11156.35	18071		1176		10833912	10424003	13417092896	7028350245	--		
SZ000524	岭南控股	+1.39		10.24		+0.14		--		0.00		579447		0.213		0.44		景点及旅游	7600--		10.10		10.10		10.28		10.08		10.23		10.24		44.96		2.66		12100		5300		-18.43		1.98		5,902,808	4981.27		1185		489		263244		316203		6862936064	2789067981	--		
